acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,bestAsk,bestBid,clearBookOnStart,clobRewards,clobTokenIds,closed,competitive,conditionId,createdAt,customLiveness,cyom,deploying,deployingTimestamp,description,enableOrderBook,endDate,endDateIso,eventStartTime,event_slug,event_tags,event_title,featured,feesEnabled,funded,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,liquidity,liquidityClob,liquidityNum,manualActivation,marketMakerAddress,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,requiresTranslation,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,seriesColor,showGmpOutcome,showGmpSeries,slug,spread,startDate,startDateIso,submitted_by,umaBond,umaResolutionStatuses,umaReward,updatedAt,volume,volume1mo,volume1moClob,volume1wk,volume1wkClob,volume1yr,volume1yrClob,volume24hr,volume24hrClob,volumeClob,volumeNum,polymarket_url
True,2025-12-30T17:10:21Z,True,True,False,True,0.012,0.011,True,,"[""115717441821802764050469124288168557269648289778796378200242465118288491553912"", ""79346435770725628259951654950338700955060711028921806966811366651298597670885""]",False,0.8073421308059757,0xe22466a555508a321a2441660211474788745f05f75c2a43c89b4b558f986956,2025-12-30T17:00:01.516263Z,0,False,False,2025-12-30T17:00:51.634318Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,0,"<80,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066750,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,14843.20804,14843.20804,14843.20804,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0x5379bb60be8a47acc243daa46d7b211397f07b0b8299a29497d4302d4bec3cb6,False,-0.0125,-0.001,,,5,0.001,"[""0.0115"", ""0.9885""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be less than $80,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-less-than-80000-on-january-6,0.001,2025-12-30T17:10:43.10201Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:43.662075Z,910.016909,910.0169089999999,910.0169089999999,910.0169089999999,910.0169089999999,910.0169089999999,910.0169089999999,910.0169089999999,910.0169089999999,910.016909,910.016909,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:21Z,True,True,False,True,0.024,0.014,True,,"[""108507817276468402429574778718304780809564257912083024771706997371664056356068"", ""95161000741188839755636574670257929945445059294827069710167534736885608396653""]",False,0.8121095275877667,0x8612a9a283f9904b2be032a5c2e3f8e843ba468f4b190c48d819bdc0e1e3ae2c,2025-12-30T17:00:02.129015Z,0,False,False,2025-12-30T17:00:51.637404Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,1,"80,000-82,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066752,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,15189.52408,15189.52408,15189.52408,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0x2fa1b02b932a98062a2b0f78750ef7e52b6263691511c6a20d7dd6cf58441824,False,-0.012,0.0025,,,5,0.001,"[""0.019"", ""0.981""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $80,000 and $82,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224301,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-80000-82000-on-january-6,0.01,2025-12-30T17:10:42.13883Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T13:56:17.940506Z,,,,,,,,,,,,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:23Z,True,True,False,True,0.059,0.021,True,,"[""100189315550273889964744966013008243367261624470319741126002901913027122457231"", ""26946331211002991142126767501761039889019643613892574714186682917515601835096""]",False,0.8253549026081215,0xf8b0c333ec2e28a13799acae7b5690ff0a780ce49e437845f1028addb6b7981f,2025-12-30T17:00:03.328963Z,0,False,False,2025-12-30T17:00:51.639373Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,2,"82,000-84,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066754,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,15124.63147,15124.63147,15124.63147,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0x86ea393851e0b7f3464178cf572ed0e198b4a528c946c1262a030d4651e008d0,False,-0.035,0.0045,,,5,0.001,"[""0.04"", ""0.96""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $82,000 and $84,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224302,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-82000-84000-on-january-6,0.038,2025-12-30T17:10:45.975912Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:00:52.281138Z,,,,,,,,,,,,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:23Z,True,True,False,True,0.11,0.08,True,,"[""87309833817510601324790888985555043808614704914579219485494986980390414158667"", ""62653146000342279198119547799872603370938372871149915846680759226320830247607""]",False,0.8590880780051975,0xf769392e329d6cf790bc70924d8a29895ae52b228b224ec794fd5e2bfb79c1bc,2025-12-30T17:00:03.415526Z,0,False,False,2025-12-30T17:00:51.641505Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,3,"84,000-86,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066756,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,15042.7702,15042.7702,15042.7702,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xa48c3b56c4ff7422d2f89bbae939bd0f56fefa09208dd6042a9bcd8ad7c36777,False,-0.065,0.005,,,5,0.01,"[""0.095"", ""0.905""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $84,000 and $86,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224303,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-84000-86000-on-january-6,0.03,2025-12-30T17:10:46.229806Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:29.877705Z,,,,,,,,,,,,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:23Z,True,True,False,True,0.2,0.16,True,,"[""58532908671333053678529416359336271446079261556450507131327316814672872195111"", ""95180260962742956260884572279183900540057759458857335113662810370798134654196""]",False,0.9071117561683599,0xf57f938a3b5c6323ac7d0fba5fd07f55fce076babb882dd6ec921fc8bff8dd41,2025-12-30T17:00:03.426507Z,0,False,False,2025-12-30T17:00:51.643888Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,4,"86,000-88,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066758,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.25,17274.4952,17274.4952,17274.4952,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0x9a2c8c5a00e4a16a0201e04a6a20db155191e128f2b4126c9091a5e9373deaf7,False,-0.055,-0.005,,,5,0.01,"[""0.18"", ""0.82""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $86,000 and $88,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224304,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-86000-88000-on-january-6,0.04,2025-12-30T17:10:46.48413Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:12.708809Z,2256.728394,2254.528394,2254.528394,2254.528394,2254.528394,2254.528394,2254.528394,254.528394,254.528394,2256.728394,2256.728394,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:25Z,True,True,False,True,0.26,0.24,True,,"[""2478561268092727042242984792625860336259909865489431160604989894493979862339"", ""2501833133414708891818856321042457074437648635642860334638173173293420884718""]",False,0.9411764705882353,0x13b9cbc441934547b620fd39910c24a2a3c4784912a06978df490fcfa623c691,2025-12-30T17:00:03.439573Z,0,False,False,2025-12-30T17:00:51.64584Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,5,"88,000-90,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066760,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.26,19101.9663,19101.9663,19101.9663,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0x6f9c282eff852a16299e1da9547d6d4a024428568d12fab4a52d9bcff4db26e9,False,0.025,,,,5,0.01,"[""0.25"", ""0.75""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $88,000 and $90,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224305,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-88000-90000-on-january-6,0.02,2025-12-30T17:10:47.028434Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:28.146418Z,2249.325523,2249.325523,2249.325523,2249.325523,2249.325523,2249.325523,2249.325523,221.28204600000004,221.28204600000004,2249.325523,2249.325523,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:27Z,True,True,False,True,0.23,0.19,True,,"[""60535924391853275297967753306794300787165161956262993483858770165742288324173"", ""1626193495054297080765627917808881174024341691464027194829514041992558860552""]",False,0.9224241306152569,0x81d8e0447f946c753a1efad76eef9aa46ca33e14e86c1f50ae4377984b2d12d5,2025-12-30T17:00:04.130774Z,0,False,False,2025-12-30T17:00:51.647789Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,6,"90,000-92,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066761,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.19,18121.5887,18121.5887,18121.5887,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xa97be0c4bec0abc8535e8638573f5ba60d77c4cbd9ff8857e2cbf9a7ad4456ae,False,0.06,0.005,,,5,0.01,"[""0.21"", ""0.79""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $90,000 and $92,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224306,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-90000-92000-on-january-6,0.04,2025-12-30T17:10:48.139283Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T13:56:30.388812Z,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,15.789472,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:27Z,True,True,False,True,0.15,0.11,True,,"[""112148198661890556477313162827301269758401324846881639180908620437401913303484"", ""4788421123289250247380918581068789805072409301621223106492779492273894371284""]",False,0.8795848359574281,0x82e8a23af051daaeab243956432ad6128fbf9a1a324668bb4ff8c4f7dbcd48e7,2025-12-30T17:00:05.446592Z,0,False,False,2025-12-30T17:00:51.649716Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,7,"92,000-94,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066763,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,16068.691,16068.691,16068.691,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xe9eb1a54d9d08ca9b89812214a6731a730cb1c15693b376c1a0fba13a606c2d7,False,0.05,-0.005,,,5,0.01,"[""0.13"", ""0.87""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $92,000 and $94,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224307,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-92000-94000-on-january-6,0.04,2025-12-30T17:10:48.394291Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:00:43.241906Z,,,,,,,,,,,,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:29Z,True,True,False,True,0.077,0.051,True,,"[""68826701614398185065956363461185780962834708051153825646974612635548503896651"", ""66025984498906058458385603608815546810904265209610691579507433008250569882195""]",False,0.8402683480996491,0xc1dec286cc0384411324363a7401ecf8289e42e9bdee7a41e4856a2c01943a6a,2025-12-30T17:00:06.098701Z,0,False,False,2025-12-30T17:00:51.651797Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,8,"94,000-96,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066767,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,15193.61141,15193.61141,15193.61141,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xceec484741e568d1a4e761cfb431ad74140247ac0c7d207c780d1419a4ec02e0,False,0.024,-0.0015,,,5,0.001,"[""0.064"", ""0.936""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $94,000 and $96,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224308,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-94000-96000-on-january-6,0.026,2025-12-30T17:10:51.523523Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:16.862914Z,1.054846,,,,,,,,,1.054846,1.054846,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:29Z,True,True,False,True,0.037,0.014,True,,"[""38384431304777478675443030058599948989915447983523020662966395710844987521858"", ""9094997789834132566062146970526442476010753575113096619530619484156568834622""]",False,0.8162264179434318,0x5c578d9d5fbf53113e6cb8e6a8580767cb736cc79355cafb297bea8233a71482,2025-12-30T17:00:06.520071Z,0,False,False,2025-12-30T17:00:51.65378Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,9,"96,000-98,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066770,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,15235.41419,15235.41419,15235.41419,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xa182a8a40ee26f0f9442424442f7a0d99a8dc4018e171f7cc81eb4fd5c94d0e2,False,0.0025,0.0015,,,5,0.001,"[""0.0255"", ""0.9745""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $96,000 and $98,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224309,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-96000-98000-on-january-6,0.023,2025-12-30T17:10:51.269817Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T13:56:19.096785Z,17.43,17.43,17.43,17.43,17.43,17.43,17.43,,,17.43,17.43,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:10:29Z,True,True,False,True,0.018,0.011,True,,"[""28130678828724047016459154681751536612624807408739008859990954991059823778535"", ""89974248530718755330077445567742012027531123283548954671368425671034387237252""]",False,0.8092511978435074,0x712c9ce00badddf3f1c1cf669284ff6a303aa479358efc7215614957b90eb7a6,2025-12-30T17:00:06.53679Z,0,False,False,2025-12-30T17:00:51.655734Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-price-on-january-6,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 6?,False,False,False,10,">98,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066771,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.036,14518.21876,14518.21876,14518.21876,False,,True,0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e224300,False,0xe27b7eef6e9a63878bb997f7601896130607347b360329e32e8c35648c6bedeb,False,-0.0005,-0.0025,,,5,0.001,"[""0.0145"", ""0.9855""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be greater than $98,000 on January 6?",0x7d3d36c1b6646457a0f110bdfb4cf7df63f8ff0cad16c963e31dd3f15e22430a,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-greater-than-98000-on-january-6,0.007,2025-12-30T17:10:51.776966Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:19.587677Z,665.425817,665.425817,665.425817,665.425817,665.425817,665.425817,665.425817,522.635272,522.635272,665.425817,665.425817,https://polymarket.com/event/bitcoin-price-on-january-6
True,2025-12-30T17:09:37Z,True,True,False,True,0.997,0.991,True,,"[""50771617344942752043801362957049061959014472305413669535385736954095887676209"", ""80921899755176634897757455675550570712271974313939648734533041733572019445228""]",False,0.8038352587867232,0x2a2ee8d8a053102aa50e33cef9af695f764e98157bf55ac69957b4da10d5aff8,2025-12-30T17:00:07.824224Z,0,False,False,2025-12-30T17:00:27.562866Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-06T17:00:00Z,2026-01-06,,bitcoin-above-on-january-6,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 6?,False,False,False,0,"78,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1066785,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.998,15050.23265,15050.23265,15050.23265,False,,False,,False,,False,0.0105,-0.0005,,,5,0.001,"[""0.994"", ""0.006""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $78,000 on January 6?",0xa96e9140339d92aff903f676b65f951474b0eb4c90faf7f04d031a4f8d8aab02,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-78k-on-january-6,0.006,2025-12-30T17:09:58.93411Z,2025-12-30,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:00:49.535886Z,1465.550224,902.0762240000001,902.0762240000001,902.0762240000001,902.0762240000001,902.0762240000001,902.0762240000001,94.13,94.13,1465.550224,1465.550224,https://polymarket.com/event/bitcoin-above-on-january-6
